SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	IgnoreSilence	LongRange	BelongDynamicGroupID	IsTherapy	CanKeepHoard	CanCastWithHoard	CanAddMaxRadius	KillRushCanCastMode	MinSelectTargetCount	MaxSelectTargetCount	SkillEventMask3	UseDamageScalingCompression	IgnoreImmunityCast
南诏皇宫_4号_小怪技能CD	4816	测试技能	直接伤害技能	1	Physics	Normal	2	10246	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_4号_小怪技能CD.lua		Beneficial	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
明教密道_箭雨	4817	测试技能	直接伤害技能	2	Physics	Damage	2	10245	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\明教密道\箭雨.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
明教密道_地雷	4818	测试技能	直接伤害技能	2	SolarMagic	Damage	2	10245	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\明教密道\地雷.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_血眼龙王_QTE_闪避	4819	测试技能	直接伤害技能	1	None	Normal	2	10246	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_血眼龙王_QTE_闪避.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_血眼龙王_QTE_跳跃	4820	测试技能	直接伤害技能	1	None	Normal	2	10246	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_血眼龙王_QTE_跳跃.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_血眼龙王_QTE_攻击	4821	测试技能	直接伤害技能	1	None	Normal	2	10246	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_血眼龙王_QTE_攻击.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_血眼龙王_QTE_跑动	4822	测试技能	直接伤害技能	1	None	Normal	2	10246	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_血眼龙王_QTE_跑动.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_4号_小怪_火焰冲刺_冲刺	4823	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	515	0	0	0	1	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_4号_小怪_火焰冲刺_冲刺.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_4号_小怪_火焰冲刺_判断距离	4824	测试技能	直接伤害技能	10	SolarMagic	Normal	2	10246	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	561	0	0	0	1	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_4号_小怪_火焰冲刺_判断距离.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_4号_小怪_火焰冲刺_伤害	4825	测试技能	直接伤害技能	2	SolarMagic	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1073	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_4号_小怪_火焰冲刺_伤害.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_4号_小怪_火焰冲刺_远程	4826	测试技能	直接伤害技能	2	SolarMagic	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1073	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_4号_小怪_火焰冲刺_远程.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_4号_小怪_火焰冲刺_近战	4827	测试技能	直接伤害技能	2	SolarMagic	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1073	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_4号_小怪_火焰冲刺_近战.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_4号_小怪_火焰冲刺_AOE	4828	测试技能	直接伤害技能	2	SolarMagic	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_4号_火焰冲刺_AOE.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_4号_火焰冲刺_不挡	4829	测试技能	直接伤害技能	2	SolarMagic	Normal	2	10246	12	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	561	0	0	0	0	0	0	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_4号_火焰冲刺_不挡.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_4号_火焰冲刺_被挡	4830	测试技能	直接伤害技能	2	SolarMagic	Normal	2	10246	12	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	561	0	0	0	0	0	0	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_4号_火焰冲刺_被挡.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_剑圣_光环	4831	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	1	1	0	0	1	0	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_剑圣_光环.lua		Beneficial	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_李倓_光环	4832	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	0	1	0	0	1	0	1	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_李倓_光环.lua		Neutral	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	510	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_螺旋切裂	4833	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	16903	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_螺旋切裂.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_毒水	4834	测试技能	直接伤害技能	2	Poison	Normal	2	10246	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	17169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_毒水.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_毒喷	4835	测试技能	直接伤害技能	2	Poison	Normal	2	10246	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_毒喷.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_毒箭	4836	测试技能	直接伤害技能	2	Poison	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_毒箭.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_撞击	4837	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_撞击.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_撞击_击退	4838	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_撞击_击退.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_狂生怒吼	4839	测试技能	直接伤害技能	2	SolarMagic	Normal	2	10246	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16912	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_狂生怒吼.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_雷牛铁角	4840	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	16903	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_雷牛铁角.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_断脊摔角	4841	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_断脊摔角.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_土尘踢	4842	测试技能	直接伤害技能	2	SolarMagic	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_土尘踢.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_土尘踢_减命中	4843	测试技能	直接伤害技能	2	SolarMagic	Normal	2	10246	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16913	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_土尘踢_减命中.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_龙虎狂打	4844	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_龙虎狂打.lua		Beneficial	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_龙虎狂打_伤害	4845	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	519	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_龙虎狂打_伤害.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_龙虎狂打_击飞	4846	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_龙虎狂打_击飞.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_月下阴影	4847	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_月下阴影.lua		Beneficial	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_月光闪	4848	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	522	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_月光闪.lua		Harmful	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_飞穿牙	4849	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16902	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_飞穿牙.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_剑圣_空龙升云剑	4850	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_剑圣_空龙升云剑.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_重击投掷	4851	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16902	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_重击投掷.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪__重击投掷_内圈	4852	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_重击投掷_内圈.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_重击投掷_外圈	4853	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_重击投掷_外圈.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_断足铁齿	4854	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_断足铁齿.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_燃骨锁刃	4855	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	16899	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_燃骨锁刃.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_燃骨锁刃_爆炸	4856	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_燃骨锁刃_爆炸.lua		Neutral	0	0	0	16638	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_处刑斩	4857	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_处刑斩.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_毒龙爪	4858	测试技能	直接伤害技能	2	Poison	Normal	2	10246	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17169	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_毒龙爪.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_穿孔散射	4859	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	523	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_穿孔散射.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
南诏皇宫_小怪_毒弓打	4860	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16899	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_毒弓打.lua		Harmful	0	0	0	4095998	1010728958	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		1	7	0	7	0	0	0														1	
南诏皇宫_小怪_钢盾瞬返	4861	测试技能	直接伤害技能	2	Physics	Normal	2	10246	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8707	0	0	0	0	0	0	1	0	0	NotHorse	0	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc\副本BOSS\南诏皇宫\南诏皇宫_小怪_钢盾瞬返.lua		Beneficial	0	0	0	16638	1006649598	0	0	1	0	0	0	0	0	0	1534	NotInSprint	Any		0		0	7	0	7	0	0	0														1	
